0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
1,S.E.C. Group Company Limited,13.758408,100.5649,-40,31455,37176,514,51,0
2,"ThaiGerTec Co.,Ltd.",13.759992,100.566858,-30,44750,47249,11,46,0
3,Siam City Insurance,13.760205,100.56675,20,16259,22418,5,0,44
4,"Transcosmos (Thailand) Co.,Ltd.",13.760917,100.5661,-20,17875,19356,267,0,68
5,"Janssen-Cilag Co.,Ltd.",13.76118,100.565752,-40,8262,9725,551,79,0
6,Sis Distribution Thailand PCL,13.761259,100.565804,-40,21909,24340,518,0,58
7,Bridgestone ACT (Thailand) Company Limited,13.761241,100.566079,-10,33979,35235,141,0,23
8,Johnson & Johnson Vision Care (Thailand),13.761275,100.566206,30,27216,33040,685,0,73
9,"Wiko Thailand Co.,Ltd.",13.761339,100.566094,40,11168,17786,652,0,59
10,"Settrade Dot Com Co.,Ltd.",13.76386,100.567793,-40,11249,16207,798,0,29
11,"Inspur (thailand) Co.,Ltd.",13.764311,100.568371,-30,34721,40057,82,0,66
12,"Airpay (thailand) Co.,Ltd.",13.764485,100.568251,-10,29386,31783,529,38,0
13,"Nas Trading (Thailand) Co.,Ltd.",13.76486,100.568303,-20,29288,34891,16,0,65
14,"Thai San Miguel Liquor Co.,Ltd.",13.76688,100.570499,-40,30207,32458,531,0,26
15,"Thai Health Insurance Co.,Ltd",13.767422,100.570531,-20,23907,27147,453,0,63
16,Promise Company Ltd Thailand,13.768903,100.571635,40,1877,5276,882,41,0
17,Alaina,13.77214,100.573009,20,19259,24542,715,28,0
18,"Synergysoft Solution Co.,Ltd.",13.772767,100.572677,10,11431,14987,301,64,0
19,The Emerald Hotel Bangkok,13.77535,100.572713,-30,42122,45917,408,0,36
20,"Emmanuelle Entertainment Co.,Ltd.",13.776784,100.572947,40,20450,21782,625,0,55
21,Swissotel Le Concorde Bangkok,13.776287,100.574007,40,15127,21026,559,78,0
22,LDS Sermsrap Building,13.780011,100.573355,-10,31421,32752,331,34,0
23,"Mitsubishi (Nanyang Motor (1998) Co.,Ltd.)",13.784776,100.573489,-30,15288,18292,242,7,0
24,Poseidon Entertainment Complex,13.785378,100.573671,10,14813,20965,115,0,74
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,30,4395,9026,114,69,0
26,Centric Ratchada-Suthisan,13.789918,100.573567,-20,21328,26579,37,14,0
27,Sutthisan Police Station,13.791643,100.574056,-30,22135,28222,378,0,32
28,Olympia Thai Company Limited,13.800055,100.575025,40,542,3150,812,0,17
29,Bangkok North Municipal Court,13.811318,100.574536,20,18999,21656,720,10,0
30,The Court of Appeals,13.812652,100.574784,-30,44074,47668,636,0,76
31,Department of Trade,13.81233,100.575661,-30,14165,20780,451,0,30
32,Civil Court (Ratchada),13.81406,100.574777,30,833,2044,460,27,0
33,Phahon Yothin Police Station,13.8258,100.569827,20,15443,17150,91,61,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-10,41808,45584,172,0,22
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,40,29676,35934,707,70,0
36,Supalai Park Ratchayothin,13.830544,100.561589,20,19982,22397,429,19,0
37,Super ratchayothin Company Limited,13.830145,100.561103,30,7817,11485,687,0,53
38,NakhonChaiAir Bus Station,13.828089,100.552213,-20,39919,46848,56,0,12
39,Central Plaza Ladprao,13.816406,100.560817,30,21455,25439,486,0,71
40,Union Mall,13.812724,100.562365,30,8027,9501,166,0,47
41,Thai Airways International Public Company Limited,13.804657,100.561158,-30,35795,39341,245,0,16
42,Thairath Newspaper,13.804779,100.558903,-20,16697,18524,449,80,0
43,Bangkok Airways,13.806217,100.559521,-40,11943,15717,768,77,0
44,Spring News Corporation Limited,13.806963,100.559399,-30,15315,22255,698,3,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-30,26205,30853,1,54,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-10,30124,32026,347,0,2
47,THE LINE Jatujak-Morchit,13.80621,100.556202,30,30680,36641,887,40,0
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,40,10175,13690,103,49,0
49,Transport Chatuchak,13.798673,100.553211,40,12385,15298,34,0,48
50,Wannasorn,13.758205,100.534962,20,13891,19591,754,76,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,30,32007,38495,39,0,1
52,The Department of Highways,13.761772,100.524523,30,13707,17866,679,0,56
53,Royal Thai Police,13.744256,100.537408,30,14379,16718,197,37,0
54,Siamkit Building,13.743937,100.534893,40,20113,24287,659,0,45
55,Siam Center,13.746298,100.532809,40,3053,9377,576,20,0
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,30,32379,38109,80,52,0
57,Chamchuri Square,13.73305,100.529675,10,10112,15309,861,67,0
58,Ministry of Defence,13.751768,100.494593,40,212,4100,538,6,0
59,Ministry of Interior,13.75068,100.496686,40,14484,20072,726,9,0
60,Territorial Defence Command,13.747122,100.495222,20,14545,18047,473,72,0
61,Ministry of Finance,13.781515,100.535717,30,6267,8458,574,0,33
62,Central Jucenile and Family Court,13.79872,100.540997,20,24837,31960,828,75,0
63,Emirates Office,13.743879,100.562742,40,2756,7907,888,15,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,10,18963,20355,563,0,18
65,Ocean Life Insurance,13.742856,100.562025,10,15518,19752,129,13,0
66,Sheraton Grande Sukhumvit,13.737581,100.559036,40,26793,33449,652,11,0
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-10,18947,23859,390,0,57
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,20,4574,11530,877,4,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-20,33079,35584,7,0,25
70,Queen Sirikit National Convention Center,13.724092,100.55881,-40,13496,17900,864,0,35
71,FYI Center,13.720459,100.559697,30,21836,28370,417,39,0
72,The Thai life Assurance Association,13.723134,100.548262,-20,23834,30929,529,0,60
73,SO Sofitel Bangkok,13.726081,100.543368,20,6775,11559,268,8,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,40,1232,4601,806,24,0
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,10,28623,31896,736,0,62
76,CP All Public Co.Ltd,13.727432,100.532824,-20,30362,32673,797,0,50
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,-30,21959,26347,511,0,43
78,Srilankan Airlines,13.726982,100.52845,-10,22090,26816,841,0,21
79,AIS Tower1,13.783466,100.546388,-40,38130,43254,457,0,5
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,20,13912,15896,89,0,42
