0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
1,S.E.C. Group Company Limited,13.758408,100.5649,-20,13728,19856,179,66,0
2,"ThaiGerTec Co.,Ltd.",13.759992,100.566858,20,13181,18303,48,0,41
3,Siam City Insurance,13.760205,100.56675,-40,26172,29011,821,8,0
4,"Transcosmos (Thailand) Co.,Ltd.",13.760917,100.5661,-20,20796,24913,668,42,0
5,"Janssen-Cilag Co.,Ltd.",13.76118,100.565752,10,26990,28913,416,0,15
6,Sis Distribution Thailand PCL,13.761259,100.565804,10,25512,30606,510,0,70
7,Bridgestone ACT (Thailand) Company Limited,13.761241,100.566079,30,32768,36593,853,0,16
8,Johnson & Johnson Vision Care (Thailand),13.761275,100.566206,40,17183,22006,77,0,3
9,"Wiko Thailand Co.,Ltd.",13.761339,100.566094,-40,46148,49147,142,26,0
10,"Settrade Dot Com Co.,Ltd.",13.76386,100.567793,-20,28766,32098,328,37,0
11,"Inspur (thailand) Co.,Ltd.",13.764311,100.568371,-20,23803,30903,267,77,0
12,"Airpay (thailand) Co.,Ltd.",13.764485,100.568251,40,31028,33717,124,0,74
13,"Nas Trading (Thailand) Co.,Ltd.",13.76486,100.568303,20,12183,19274,290,0,50
14,"Thai San Miguel Liquor Co.,Ltd.",13.76688,100.570499,-10,28986,35323,348,22,0
15,"Thai Health Insurance Co.,Ltd",13.767422,100.570531,-10,38113,41974,765,5,0
16,Promise Company Ltd Thailand,13.768903,100.571635,-30,41281,45654,486,7,0
17,Alaina,13.77214,100.573009,10,5090,12034,813,0,51
18,"Synergysoft Solution Co.,Ltd.",13.772767,100.572677,40,4578,8245,240,0,80
19,The Emerald Hotel Bangkok,13.77535,100.572713,20,2567,7062,788,0,68
20,"Emmanuelle Entertainment Co.,Ltd.",13.776784,100.572947,-40,14084,20562,28,44,0
21,Swissotel Le Concorde Bangkok,13.776287,100.574007,-10,43208,48595,582,67,0
22,LDS Sermsrap Building,13.780011,100.573355,10,17697,22888,32,0,14
23,"Mitsubishi (Nanyang Motor (1998) Co.,Ltd.)",13.784776,100.573489,10,25105,32016,11,0,39
24,Poseidon Entertainment Complex,13.785378,100.573671,-10,42810,45300,860,64,0
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,40,15310,18438,825,0,35
26,Centric Ratchada-Suthisan,13.789918,100.573567,40,35068,42074,157,0,9
27,Sutthisan Police Station,13.791643,100.574056,-10,25294,30390,862,75,0
28,Olympia Thai Company Limited,13.800055,100.575025,20,8694,13111,460,0,52
29,Bangkok North Municipal Court,13.811318,100.574536,20,9897,16453,422,0,45
30,The Court of Appeals,13.812652,100.574784,30,20177,24188,302,0,46
31,Department of Trade,13.81233,100.575661,-20,26932,33042,462,56,0
32,Civil Court (Ratchada),13.81406,100.574777,-10,32787,34553,751,40,0
33,Phahon Yothin Police Station,13.8258,100.569827,-20,27844,34824,661,59,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-40,24463,27822,814,71,0
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-40,26063,32476,775,25,0
36,Supalai Park Ratchayothin,13.830544,100.561589,-20,31353,34045,58,38,0
37,Super ratchayothin Company Limited,13.830145,100.561103,20,21193,23575,144,0,10
38,NakhonChaiAir Bus Station,13.828089,100.552213,20,15258,20646,14,0,36
39,Central Plaza Ladprao,13.816406,100.560817,-10,40822,45278,222,23,0
40,Union Mall,13.812724,100.562365,10,24191,27238,90,0,32
41,Thai Airways International Public Company Limited,13.804657,100.561158,-20,21988,25946,396,2,0
42,Thairath Newspaper,13.804779,100.558903,20,8486,15100,5,0,4
43,Bangkok Airways,13.806217,100.559521,30,33092,35105,338,0,49
44,Spring News Corporation Limited,13.806963,100.559399,40,3899,8451,261,0,20
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-20,25948,31765,412,29,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-30,30416,34878,93,30,0
47,THE LINE Jatujak-Morchit,13.80621,100.556202,20,7018,13506,872,0,78
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,30,3487,9597,644,0,61
49,Transport Chatuchak,13.798673,100.553211,-30,38749,43729,554,43,0
50,Wannasorn,13.758205,100.534962,-20,27854,30595,531,13,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,-10,19108,25905,535,17,0
52,The Department of Highways,13.761772,100.524523,-20,17748,19989,438,28,0
53,Royal Thai Police,13.744256,100.537408,40,2308,4134,800,0,73
54,Siamkit Building,13.743937,100.534893,20,9831,15402,345,0,62
55,Siam Center,13.746298,100.532809,-30,21599,26441,505,76,0
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,20,12393,18267,183,0,31
57,Chamchuri Square,13.73305,100.529675,10,3756,7227,499,0,69
58,Ministry of Defence,13.751768,100.494593,40,28819,30571,45,0,72
59,Ministry of Interior,13.75068,100.496686,20,18880,24097,381,0,33
60,Territorial Defence Command,13.747122,100.495222,10,14800,16326,607,0,65
61,Ministry of Finance,13.781515,100.535717,-30,14250,15719,654,48,0
62,Central Jucenile and Family Court,13.79872,100.540997,-20,24362,28915,114,54,0
63,Emirates Office,13.743879,100.562742,-30,29608,34715,532,79,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,10,33008,38618,592,0,24
65,Ocean Life Insurance,13.742856,100.562025,-10,24590,30897,244,60,0
66,Sheraton Grande Sukhumvit,13.737581,100.559036,20,1653,7405,824,0,1
67,JW Marriott Hotel Bangkok,13.741878,100.551934,10,27227,33019,601,0,21
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-20,16924,22399,259,19,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-10,12168,16405,42,57,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,-10,36142,39780,335,6,0
71,FYI Center,13.720459,100.559697,40,15571,20825,8,0,34
72,The Thai life Assurance Association,13.723134,100.548262,-40,34558,38152,651,58,0
73,SO Sofitel Bangkok,13.726081,100.543368,-40,12871,18514,877,53,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,-40,38879,40587,21,12,0
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,10,13045,19474,548,0,27
76,CP All Public Co.Ltd,13.727432,100.532824,30,10120,11509,609,0,55
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,20,12700,16665,237,0,11
78,Srilankan Airlines,13.726982,100.52845,-20,23753,28856,348,47,0
79,AIS Tower1,13.783466,100.546388,30,21647,25858,126,0,63
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,-40,15444,18142,703,18,0
