0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
1,S.E.C. Group Company Limited,13.758408,100.5649,-30,30685,34083,306,0,55
2,"ThaiGerTec Co.,Ltd.",13.759992,100.566858,-30,43003,45532,554,0,73
3,Siam City Insurance,13.760205,100.56675,30,28087,33047,460,0,31
4,"Transcosmos (Thailand) Co.,Ltd.",13.760917,100.5661,30,25203,27690,861,0,34
5,"Janssen-Cilag Co.,Ltd.",13.76118,100.565752,-30,27595,32285,837,54,0
6,Sis Distribution Thailand PCL,13.761259,100.565804,-30,10934,15964,77,0,11
7,Bridgestone ACT (Thailand) Company Limited,13.761241,100.566079,-30,34659,35896,12,0,30
8,Johnson & Johnson Vision Care (Thailand),13.761275,100.566206,40,22535,25007,560,9,0
9,"Wiko Thailand Co.,Ltd.",13.761339,100.566094,40,25742,29461,228,0,8
10,"Settrade Dot Com Co.,Ltd.",13.76386,100.567793,-10,26732,33016,850,38,0
11,"Inspur (thailand) Co.,Ltd.",13.764311,100.568371,-10,14075,19774,313,6,0
12,"Airpay (thailand) Co.,Ltd.",13.764485,100.568251,-10,13244,19309,69,77,0
13,"Nas Trading (Thailand) Co.,Ltd.",13.76486,100.568303,20,20670,25222,877,37,0
14,"Thai San Miguel Liquor Co.,Ltd.",13.76688,100.570499,-40,28466,33329,802,69,0
15,"Thai Health Insurance Co.,Ltd",13.767422,100.570531,-30,22549,26782,59,22,0
16,Promise Company Ltd Thailand,13.768903,100.571635,-40,35505,41505,777,0,71
17,Alaina,13.77214,100.573009,20,11020,13426,63,0,75
18,"Synergysoft Solution Co.,Ltd.",13.772767,100.572677,30,10766,12551,51,74,0
19,The Emerald Hotel Bangkok,13.77535,100.572713,-30,38516,40697,127,0,46
20,"Emmanuelle Entertainment Co.,Ltd.",13.776784,100.572947,30,21794,23784,472,0,64
21,Swissotel Le Concorde Bangkok,13.776287,100.574007,30,15182,17774,760,65,0
22,LDS Sermsrap Building,13.780011,100.573355,-30,23727,27365,108,0,15
23,"Mitsubishi (Nanyang Motor (1998) Co.,Ltd.)",13.784776,100.573489,-20,30428,35969,363,0,58
24,Poseidon Entertainment Complex,13.785378,100.573671,30,10274,17450,420,40,0
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,20,15274,20714,683,0,33
26,Centric Ratchada-Suthisan,13.789918,100.573567,-40,45674,49444,766,0,66
27,Sutthisan Police Station,13.791643,100.574056,-40,32725,35352,105,0,51
28,Olympia Thai Company Limited,13.800055,100.575025,30,13975,20494,804,0,52
29,Bangkok North Municipal Court,13.811318,100.574536,40,742,3644,700,78,0
30,The Court of Appeals,13.812652,100.574784,-10,18997,22841,855,7,0
31,Department of Trade,13.81233,100.575661,-30,26210,30883,749,3,0
32,Civil Court (Ratchada),13.81406,100.574777,30,27905,30745,233,67,0
33,Phahon Yothin Police Station,13.8258,100.569827,30,13000,17762,722,25,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-30,23431,29291,380,4,0
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,40,1172,5682,617,43,0
36,Supalai Park Ratchayothin,13.830544,100.561589,20,6274,7864,850,0,42
37,Super ratchayothin Company Limited,13.830145,100.561103,-20,33834,40761,533,0,13
38,NakhonChaiAir Bus Station,13.828089,100.552213,-10,15600,22016,375,0,10
39,Central Plaza Ladprao,13.816406,100.560817,10,5016,6669,799,76,0
40,Union Mall,13.812724,100.562365,30,14400,16053,751,0,24
41,Thai Airways International Public Company Limited,13.804657,100.561158,-20,25628,30752,522,0,44
42,Thairath Newspaper,13.804779,100.558903,-30,40314,42843,120,36,0
43,Bangkok Airways,13.806217,100.559521,-20,11906,16458,56,0,35
44,Spring News Corporation Limited,13.806963,100.559399,-40,27348,29911,10,41,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-20,25844,32840,757,59,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-30,33304,37259,517,19,0
47,THE LINE Jatujak-Morchit,13.80621,100.556202,-30,43101,48612,494,0,68
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,-40,38200,41110,95,0,79
49,Transport Chatuchak,13.798673,100.553211,10,1428,3818,109,70,0
50,Wannasorn,13.758205,100.534962,40,26483,27800,756,63,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,40,22648,26575,508,27,0
52,The Department of Highways,13.761772,100.524523,40,21148,24053,489,28,0
53,Royal Thai Police,13.744256,100.537408,20,17772,19415,488,57,0
54,Siamkit Building,13.743937,100.534893,10,1683,7281,882,0,5
55,Siam Center,13.746298,100.532809,30,5760,9590,306,1,0
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,-40,23725,27687,814,0,60
57,Chamchuri Square,13.73305,100.529675,-30,23912,29157,316,0,53
58,Ministry of Defence,13.751768,100.494593,10,9620,16406,769,23,0
59,Ministry of Interior,13.75068,100.496686,40,13279,18692,674,0,45
60,Territorial Defence Command,13.747122,100.495222,40,16455,18102,897,56,0
61,Ministry of Finance,13.781515,100.535717,40,18083,23653,534,72,0
62,Central Jucenile and Family Court,13.79872,100.540997,10,5387,9274,535,0,80
63,Emirates Office,13.743879,100.562742,-40,32011,38630,742,0,50
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,10,1103,6191,210,20,0
65,Ocean Life Insurance,13.742856,100.562025,30,21688,27093,613,0,21
66,Sheraton Grande Sukhumvit,13.737581,100.559036,10,4338,6153,859,26,0
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-30,17996,23109,697,0,32
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,30,25611,32788,569,47,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-20,16256,19999,91,0,14
70,Queen Sirikit National Convention Center,13.724092,100.55881,-30,21527,28324,511,0,63
