0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,899,1092,1061,850,938,936,853,854,854,969,892,892,924,939,955,971,960,987,1018,945,887,868,888,937,728,694,750,665,609,590,937,601,777,624,638,533,675,370,368,366,295,372,394,410,335,242,270,333,143,942,756,777,1222,1428,1235,1092,1096,1375,1277,1397,536,174,1105,1103,1106,1291,1392,1406,985,1051,1006,998,1160,1066,1059,1254,1219,993,403,576
0.00E+00,579,779,748,590,656,658,592,593,593,709,632,632,664,679,695,711,766,792,823,839,907,922,912,876,807,718,760,959,904,884,1231,895,1071,919,932,778,969,615,663,661,555,496,475,417,617,511,539,551,642,405,615,636,1012,967,774,941,976,1411,1313,1433,373,692,817,814,818,1003,1104,1118,697,763,717,709,863,769,762,960,964,1030,216,340
0.00E+00,350,336,305,148,236,233,150,151,151,266,189,189,221,237,253,269,323,350,381,397,465,480,458,434,551,512,521,665,657,638,1019,649,824,932,946,1065,982,902,941,939,833,774,753,695,895,789,817,829,920,747,818,832,980,1182,989,994,1190,1451,1353,1474,765,710,460,457,460,717,747,760,826,816,770,762,916,822,815,1013,1017,1070,882,803
0.00E+00,1408,1395,1364,1206,1294,1291,1209,1209,1209,1325,1248,1248,1280,1295,1311,1327,1382,1408,1440,1456,1524,1538,1517,1492,1610,1527,1579,1723,1716,1696,1856,1707,1883,1728,1742,1402,1778,1327,1472,1470,1365,1305,1284,1226,1427,1320,1348,1361,1451,1208,924,916,857,913,872,651,655,1493,1319,1307,1028,974,1328,1326,1199,1088,1339,1353,997,854,802,802,719,625,618,813,818,668,1095,1219
0.00E+00,1042,1192,1161,1003,1091,1089,1006,1007,1007,1122,1045,1045,1077,1093,1109,1125,1179,1206,1237,1253,1321,1335,1314,1290,1320,1230,1273,1521,1513,1494,1752,1505,1680,1431,1445,1299,1481,1137,1175,1173,1068,1009,988,929,1130,1024,1052,1064,1154,839,649,642,157,217,58,315,342,1269,1140,1187,1007,952,970,967,971,962,932,946,871,728,677,676,593,499,493,477,481,491,1058,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
